"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","target"
1.28798,-1.6909,-0.65577,-1.31643,0.89021,0.68242,-0.87119,-0.15819,-0.71592,-2.14033,0.29911,0.60308,-0.34483,0.99567,1.9771,-0.19557,-1.82345,-1.36855,0.47544,-0.1471,-0.5976,-0.52804,1.05221,-1.19601,-1.40462,-1.82938,-0.64401,0.76251,3.61484,0.75501,0.00176,-1.64919,-0.88966,0.73218,-0.98035,0.27937,-0.13641,0.62731,0.42925,0.80818,-2.45396,0.16239,0.43187,1.68951,-0.03311,0.57681,0.57295,-1.08177,1.09207,0.79333,1.94522,0.30915,-0.00589,-0.61494,1.29211,-0.75878,0.25302,0.84575,0.48066,1.24725,0.23333,-1.38899,-0.83708,-0.70321,0.91266,2.74215,-1.9252,-1.62799,-2.08698,0.96645,-1.57841,0.0978,-0.51544,0.61253,1.66488,0.1993,-0.89319,1.16354,0.83098,-2.15145,-1.18469,0.224,0.96801,-0.17931,0.46254,0.74914,2.53119,1.29557,1.52815,-0.00212,-0.10491,-0.10351,-1.2662,-0.16271,0.02724,-1.04769,-0.77047,-1.24611,-0.74169,0.78479,1
-0.01349,1.10367,-1.14237,-0.02321,-0.45614,-0.27189,-0.38783,2.13107,-0.14892,0.35215,-0.47293,0.60009,1.34064,-0.09658,-0.69684,-1.15084,0.35661,0.79658,0.40855,-0.28112,0.35873,-0.17414,0.47197,-0.64883,-0.39267,-0.26966,-1.51904,1.64313,3.89872,1.56907,1.15692,-1.83593,-0.14117,0.39637,1.36059,-0.28491,1.75577,-0.311,0.7069,-0.07267,1.11832,1.01274,1.75471,-0.96826,-0.37365,1.45033,-1.65019,-0.48715,-1.5844,0.39135,-0.75625,-0.9138,-0.37433,-0.38474,-0.45095,-0.30148,-0.80026,-1.76655,0.26384,1.29656,-0.7305,0.30133,-1.47751,-1.05894,-0.17279,0.28977,-0.12561,0.08361,-0.86396,2.46024,1.51889,-1.24924,-1.28229,3.39328,1.19985,-0.42079,0.76771,-1.04314,0.4896,-0.44677,0.18537,3.26245,-0.58167,-0.94882,-0.223,-0.06699,2.14962,-1.4741,-0.21577,1.56639,-0.48775,1.43866,0.73672,1.67466,0.26779,1.35992,0.20674,-1.52398,-1.22608,0.33525,1
-1.33334,1.4625,0.94904,0.13455,-1.9037,0.16404,0.30854,-0.19684,1.1436,0.48583,-0.87927,0.78049,-1.5244,-0.11934,-1.51138,-0.49329,1.32615,0.70353,1.45146,-2.01407,-1.38326,1.57485,2.02893,-1.40113,-1.57304,0.11874,0.0399,0.58476,-1.98938,-4.61623,-0.49265,-0.78675,1.11952,-0.98322,-0.14318,1.03929,-1.37922,-0.01966,-1.0102,-2.28287,0.03445,0.07464,-1.96184,1.48893,-1.12772,0.5471,-0.46728,-1.53442,-2.82638,-0.21565,0.59146,-0.78943,-0.54916,0.59128,2.12417,-0.86116,-1.56805,-0.08903,-0.17761,0.24943,0.98288,2.50474,-0.14985,0.71042,0.94965,-1.49841,1.89642,-0.69676,-0.94341,-1.42178,-1.89083,0.85101,1.09963,-0.96081,-2.93753,0.96588,0.4543,-0.39188,0.12826,1.11305,0.96087,-1.79871,0.41636,0.95148,-0.13562,0.34759,-0.39381,-0.1516,0.06497,-0.03584,-0.70583,-1.54096,-0.52426,1.4198,0.76743,0.57878,-1.32476,-1.07247,0.8168,-0.31735,1
-0.55634,0.23621,-0.40461,2.40813,-0.39211,-0.47333,0.68124,0.65383,0.94109,-0.48766,-0.16658,-1.2305,1.6877,-0.91247,-0.20187,-0.85462,-2.05688,0.2395,-1.25718,-0.20503,-1.08018,0.62175,1.00266,-0.60394,-1.33996,1.24066,0.67365,0.30761,4.4348,0.31012,-0.13919,-0.33987,1.4844,0.01832,-0.80842,-1.77249,-1.45019,-1.3161,0.30204,0.64769,-0.62107,-0.36544,0.74474,-1.01662,0.21854,-0.43139,-0.67965,-1.0534,1.69285,-0.07541,-0.5153,-0.31433,-1.46077,-0.39348,0.47273,-1.71826,-0.8021,-0.18499,2.21417,-0.77197,-0.70302,0.27311,1.18735,0.23219,-0.81014,3.19347,-1.26122,0.96653,-1.14601,0.27429,0.46868,-0.0648,0.6047,2.43812,0.16733,-0.60863,-0.78614,1.93853,-1.76131,-1.11982,1.04798,-1.03841,0.00047,0.9343,0.03491,1.02812,-0.46165,0.51029,-1.08143,-0.58118,-0.63078,-0.31957,-0.10537,-0.91026,0.74199,0.09755,0.28112,0.86693,-0.05384,-1.28919,1
0.7556,-1.09769,-0.38433,0.9017,-1.107,0.45177,-1.34708,0.36547,1.48855,-0.06094,-0.28466,-0.73326,-0.34506,-0.02819,0.05194,-1.00676,0.09695,1.08114,-0.38983,0.07976,-1.06767,0.6995,-0.55231,-0.09296,0.46737,0.75469,-0.63578,-0.34548,-3.3827,-4.76757,-0.35998,0.32759,-1.81283,0.23651,0.31756,0.05876,0.02847,-1.02942,-0.26444,-2.45374,-0.49375,1.64915,0.94597,-2.1758,-0.10095,-1.83632,1.35388,-0.48796,-1.12404,0.05574,0.05873,0.9944,-0.76579,0.95429,0.21839,2.5492,0.47869,0.71211,0.02847,1.17853,0.69024,0.56098,-0.27114,0.29953,0.90771,0.73502,-1.00632,-0.56375,-0.07985,0.00562,0.59361,0.48593,-0.56871,0.08206,-1.01346,1.77606,-0.0531,0.46962,1.15421,-0.27086,2.69969,-0.93195,-0.12201,0.21024,-0.76551,-1.43932,0.03237,-0.34631,0.37343,-0.60992,-0.60872,0.43922,0.61215,1.6523,-1.23493,0.3797,1.46852,-0.38201,-1.53694,-0.09572,1
-0.91185,2.41523,0.48202,0.07619,1.75748,-0.27108,-1.08526,-0.23337,0.6195,-0.66561,0.06709,0.22253,1.06159,0.35295,-0.08398,1.59748,-0.00797,0.17156,0.29253,0.20161,-0.68017,0.92782,0.80264,0.60382,0.62401,-1.47543,0.66339,-0.26234,-3.33464,-4.47107,-2.1977,0.96521,1.62734,0.99941,0.00072,0.67342,0.38025,0.75069,0.31093,-0.62078,-0.2009,-1.46747,1.87103,-0.57371,0.96973,1.50889,-2.39514,0.07851,0.22858,1.38635,-1.0547,-1.39498,0.23442,-0.00971,2.10366,2.66438,-0.58786,-0.93437,0.84228,-0.73218,-1.34472,-0.8163,-1.00146,0.82495,-0.38422,0.18072,-0.939,-0.18698,0.94794,0.54161,0.67422,0.02557,0.09633,-0.12597,1.77985,0.43491,-0.52558,0.65699,-0.86669,-0.94248,0.29955,0.69465,-1.22781,-0.17225,0.85887,-0.41134,-0.43042,0.42337,0.52717,-0.11807,-0.36126,-0.28531,0.84668,-2.81661,0.33924,-1.15926,-1.04241,-1.89568,2.25651,0.13934,1
1.37168,-0.40211,0.44377,0.36174,-0.71921,-0.57116,-0.77782,-1.08547,0.78067,-0.14223,-0.13489,0.58442,0.31694,2.81418,-2.3427,1.05536,0.75643,2.08367,1.69145,0.36308,1.14972,1.20911,0.81573,1.12378,1.0869,1.10923,1.67986,0.80132,6.37548,1.24983,0.22002,-0.59096,0.98395,-0.65644,-1.17309,-0.92173,0.01539,0.22959,0.24043,-1.47035,-1.86019,0.14763,1.30294,-0.54919,0.54532,-0.25444,1.54108,0.43683,0.96867,-1.8737,-0.13551,-2.51668,2.33086,-0.21486,1.14297,0.60797,0.30447,-0.7395,0.18114,-0.93133,0.17809,-0.02279,0.54051,0.59687,-1.2781,-1.5392,-0.46249,2.13816,1.28895,-0.21428,1.38156,0.08503,0.42717,0.62256,0.6821,1.81371,0.18688,0.78677,0.0548,1.36595,-0.94107,1.42565,0.09729,-0.9262,-2.18434,0.88444,0.77901,-0.56419,0.57376,0.52689,0.9681,2.09672,-0.19377,0.86099,1.04055,3.05752,0.34424,0.00739,-0.41253,-0.96809,1
0.24558,0.91413,0.3811,-2.05867,-0.21993,-1.41661,-0.76071,-1.90136,-0.66068,-0.15115,-0.22051,-0.8339,0.28339,1.30008,-1.05729,-0.99921,-0.57018,0.36518,0.40133,-0.04239,0.4441,-0.40317,-0.53116,0.47394,0.43728,0.45968,1.20184,-0.08139,5.56657,1.45955,-0.60301,-0.55851,-1.21078,-0.11123,0.79023,-0.66485,-0.94655,0.63633,0.35611,1.33563,0.8854,0.2784,-0.954,1.00136,1.01302,1.34895,-0.35455,1.16181,0.52254,2.40098,0.70883,0.98972,-1.17745,7e-04,0.55832,-0.36401,0.76736,0.31252,1.03386,0.28947,0.90487,-0.49725,0.39516,0.18834,0.81311,1.11943,-0.20103,-1.6111,0.79296,1.82787,-0.39852,1.61647,1.17813,1.02358,1.02967,-0.40041,-0.4441,-1.406,0.83747,0.49939,0.079,0.72396,0.19919,0.90291,-0.53522,-2.1165,-1.79572,-1.00832,0.80393,-1.08803,-0.06828,-2.21329,0.21869,-0.55367,-0.05281,0.5623,-0.71781,-1.82766,0.16937,-0.10164,1
0.11884,-0.13596,1.10235,-2.33203,0.57501,-1.05694,0.56436,-0.37888,0.41756,0.31872,0.972,-0.54649,-0.23071,0.5103,-0.17345,-0.08024,-0.26371,1.52833,1.07847,-0.0858,1.18108,-0.66989,-0.08879,-0.17047,1.61573,0.27287,0.01158,0.45861,4.73123,5.5333,0.84209,-0.1456,-2.78608,1.05388,1.75099,-0.25164,-0.93936,0.43525,-0.89864,-0.21565,0.09623,0.023,-0.77731,0.74816,-0.23974,0.45834,-0.1419,2.37696,-1.23704,-0.95167,0.87838,-1.31486,-0.49306,0.41484,-0.74792,-0.48502,0.67549,0.94131,-1.02301,1.0022,-0.27507,-0.59161,0.29279,-0.11104,-1.04099,0.56166,-0.51821,-0.24323,0.41166,-0.56734,-0.82125,1.15929,-0.30688,-1.32935,2.1179,0.65278,1.67229,-0.31023,-0.29186,0.26045,-1.43324,0.73221,1.37963,0.73447,0.50603,-1.47301,0.80529,0.697,-1.35039,0.42608,-0.40995,-0.22846,0.20895,0.35095,0.17054,0.08358,0.42893,-0.35334,1.09503,1.08403,1
0.38469,1.31419,0.85645,-0.3709,0.17015,1.76665,-0.60345,-0.79719,0.58207,-1.11878,0.07536,-0.7355,-1.50786,-0.33391,-2.07406,1.42617,0.41086,1.22755,1.5601,-0.90642,-1.73026,-0.32565,-0.33208,0.57259,2.03743,-1.21072,-1.6277,-0.06359,3.72759,4.0024,-1.62347,0.90314,0.16227,0.23353,0.44961,0.5565,0.56243,0.04602,-1.49961,0.08436,0.61935,0.65729,-0.91404,0.72419,-0.58796,0.38372,0.29558,-1.28616,-0.00813,-0.09989,-0.37792,-0.65291,-0.02286,1.6876,1.17517,-0.62783,0.32064,0.69947,-0.35317,-0.03914,-0.99646,-0.68594,0.16791,-0.56113,-0.81006,0.05274,-0.4734,-0.32702,-0.13562,1.58762,-0.52519,-0.28783,-0.82168,0.16287,-1.59094,0.44724,-0.2948,0.13986,0.57541,-1.29142,-0.69358,-0.867,1.63815,-1.44818,1.02075,-0.14581,0.84065,0.20678,0.45482,0.29177,0.07023,1.02279,1.99119,-0.75292,1.33886,-0.79397,1.61572,-1.25439,-0.28032,-0.7285,1
-0.07015,0.32236,-1.17851,1.28568,-0.49578,2.10778,-0.87257,-1.18982,-0.15637,0.48335,-0.53062,-1.22496,0.17917,-2.16824,1.55204,0.33503,-0.05691,2.89856,-0.18648,-2.19381,0.11895,-0.47386,-0.34302,0.48261,-0.01539,-0.97649,0.48903,1.57634,3.01618,-5.40758,0.01824,-0.37155,-1.38078,-0.88735,1.33478,-0.39295,-1.26322,-0.6236,-0.3732,1.57666,0.54967,0.18519,0.18523,0.7019,-0.48924,0.64509,-1.14347,-0.09062,-0.19079,0.68614,-0.38448,-0.92079,-0.0626,-0.85424,0.12365,0.27254,-0.91873,1.77981,-1.20691,-0.4006,-0.81084,1.00423,-0.84183,-1.60017,-1.10277,-0.4883,1.15745,1.13095,-1.81769,0.82569,0.89934,2.20433,-1.16836,0.50086,0.24364,0.52994,0.25558,0.68339,0.16673,-1.29442,-3.24438,1.94665,0.11306,-1.34003,-0.32211,-1.71322,-1.09922,-0.25936,1.64959,-0.85502,1.3643,-2.27328,-0.13739,-0.77608,-2.42625,1.09475,0.09525,0.16442,-1.29384,-0.76727,1
-0.57831,-0.4765,0.40197,0.55705,1.20269,-1.02252,-2.39436,0.68874,1.55973,0.50899,-1.12893,-1.08622,0.77569,1.84433,-1.38398,1.35687,1.10998,-2.57392,-1.11632,-2.13636,1.80266,-0.23206,-1.7586,0.82428,0.04235,-0.01901,-0.42349,-0.045,4.20816,3.71167,0.43612,0.52055,0.52368,-1.20078,-0.56518,-1.03949,-0.24314,-0.28954,-0.22527,0.87492,0.66753,-0.36417,-0.41547,0.80532,0.63824,-0.8273,-0.82201,-0.86069,0.62032,-2.51053,-2.11814,0.41074,1.07459,-0.21244,1.00802,0.31485,0.28401,-0.36885,0.86245,-1.0543,0.60264,-0.7156,0.831,0.20713,0.71434,-0.1036,0.79323,0.15602,-0.46866,2.09531,-0.1306,-0.10278,0.60723,-0.52696,0.81455,-1.09737,-1.18,0.2492,-0.27967,-1.37007,1.10105,-0.47391,-1.3288,-1.32644,-1.88816,1.08672,2.54669,0.26377,0.98402,0.28263,0.76649,0.5028,-0.72121,1.03358,-0.57742,-1.95028,-0.14563,0.80249,-1.88448,0.46174,1
0.46931,0.07616,-0.58423,-0.18023,-0.11206,-0.1121,-0.39108,-0.77437,1.40193,-0.85487,0.88639,1.37981,-0.5687,-1.1537,-0.63806,-1.61786,1.33835,-1.02495,-0.0319,0.11046,0.46189,0.67392,-1.3463,0.21754,1.53136,0.3943,1.74257,-0.9317,-3.81675,-3.3978,-1.21233,0.51879,-1.53907,-0.11888,-1.50884,0.0849,-1.60007,1.2274,0.53204,1.019,-1.54902,-1.90445,-0.476,-0.16513,0.77579,-1.51011,0.88775,-2.26335,0.08588,1.13029,-0.79521,-0.60762,0.31713,-0.86136,0.3122,1.29885,-0.45589,-0.84515,0.56864,-0.55274,0.14137,0.14949,-2.14219,1.14583,1.33768,0.05917,1.6223,0.03019,1.14567,-0.07884,2.73893,-0.26397,-0.18602,-0.5318,1.03016,-1.75144,-0.70259,-1.13701,-1.07323,0.53519,-1.0713,0.41405,0.23097,1.13634,-0.71877,-1.19302,0.51618,1.01624,-0.58068,-1.71913,-1.14931,0.90973,-0.17378,0.76205,-0.73511,1.49795,-1.34179,-0.0931,1.1896,0.45715,1
1.29969,-0.10515,-0.97949,-0.03568,0.56282,0.0629,0.43952,0.21408,-0.36288,0.03574,0.60803,-0.0742,-0.78698,0.49087,-0.71191,0.39331,-0.39737,1.5826,2.06036,-0.9738,1.01268,-0.62211,-1.21777,-0.78036,0.44593,1.4125,0.78662,-2.15447,4.18826,2.60677,-0.41677,-0.14617,-1.0096,0.41285,0.85034,-0.32534,0.42582,-2.62733,-1.3317,0.03841,-0.17764,0.19455,-2.18045,-1.00222,0.48979,-0.13244,1.64913,-0.61007,-2.18715,0.20637,2.24418,0.51979,-0.99935,0.32256,-0.06791,-0.12323,-0.23578,2.37364,-0.28717,-0.30933,-1.26824,1.66914,0.93951,0.71281,-0.74246,-2.67566,0.54824,-0.32563,0.01776,0.54727,0.21632,0.14025,0.78003,-0.51037,-0.59146,0.57239,-0.13865,1.28301,-0.72547,0.80328,-0.27164,0.02749,-0.28515,1.31688,-1.55992,1.26324,1.82686,-1.20221,-0.24998,-0.05699,0.41929,0.44089,-0.5659,1.44888,-0.2886,0.59184,1.06262,-0.15549,-0.50079,-1.38565,1
1.6348,1.41701,0.11511,1.93441,-0.03066,-0.43931,0.88464,0.4156,-1.12417,-0.35629,-2.53543,0.32073,-0.27962,0.76533,0.98192,0.58316,0.48461,1.7007,0.90579,0.25099,-1.61485,-1.12731,-0.9892,0.03432,-0.06891,0.68871,0.01617,0.74907,5.56031,3.10115,1.32043,-0.05134,0.07217,1.14395,-0.74975,-1.11759,-1.23184,0.39562,0.80468,0.54768,0.11605,0.28299,0.52156,0.58174,0.34377,0.16715,-1.5656,-0.37721,0.0675,-1.30723,-0.27771,-0.43965,1.96893,-0.30208,0.52915,-1.25462,0.20107,-0.54978,-1.27059,-1.43298,-0.72367,1.95092,1.59408,-1.10904,-0.93442,-0.51352,-0.75339,-0.95791,1.05704,1.36648,0.69772,0.09028,0.36923,0.68769,-0.72497,0.17629,0.96081,0.96958,-1.16558,0.33352,-0.71191,0.74411,0.07239,-0.63949,-0.76178,0.95057,1.51146,-0.92209,0.88077,0.33904,-1.25098,0.86988,-0.46082,0.4474,-0.34135,1.2137,0.9,-1.14548,-0.94191,0.64314,1
-0.70281,0.70791,0.06847,1.30557,-1.32285,1.83502,0.71123,-0.29895,-1.56892,0.84905,0.05968,0.30997,0.11606,-1.26739,0.55837,-0.76652,-0.49798,-0.24484,0.61357,-1.07092,0.40977,0.2937,0.44034,0.05599,0.29853,-0.05834,-0.24299,-0.27143,-5.69159,-2.52449,1.0008,-0.49597,-0.66365,-1.64616,0.82623,-0.10215,1.15678,-1.27822,-0.75251,0.11547,0.37301,0.64408,1.16977,2.11134,-1.22695,1.20678,-1.21405,-0.21346,0.1161,0.43907,0.78432,0.48741,-0.36397,0.57121,-1.10247,0.32794,-0.54207,-0.57881,-1.16822,1.78336,-0.76776,0.16853,-0.0365,0.50211,1.43328,-1.91213,-0.23088,-0.34502,-2.01259,1.21595,-1.1233,-1.77512,0.74737,-1.24652,0.4234,0.39552,-0.76048,0.77892,-1.06754,-0.04785,0.96305,2.10153,-0.64209,-1.7124,-0.82081,-0.64388,-0.50047,0.08733,-0.92208,0.49398,-0.55121,-0.35033,-1.08755,0.11931,1.60739,-1.01754,-1.29262,-0.17237,-0.63032,0.46563,1
0.80725,0.36792,-0.5299,-0.35579,-1.08299,0.55994,-0.65437,0.38557,0.14054,0.13544,-0.39447,-0.90566,-0.15164,-2.00903,-0.10605,1.58088,1.24993,-3.35625,1.66436,1.17591,1.2582,0.61709,1.04556,-1.54184,-2.4617,0.26525,1.91206,0.61366,4.90062,-1.75264,-1.00019,-1.97062,-0.09254,0.12735,-0.05801,-0.08114,-0.67031,0.25558,1.25864,1.22251,2.34382,1.48012,1.90995,0.06012,0.97888,0.28735,-0.0395,-0.7045,-0.54865,0.51394,0.12364,-1.48684,-0.06479,-1.51608,0.56239,0.2867,-0.4885,-0.32289,-0.8997,-0.10594,-0.19035,0.60136,0.0188,0.65043,-0.64535,0.67841,0.26847,0.61812,-0.30176,-0.33982,1.25902,-0.49003,-0.03192,-0.10872,0.73909,0.51891,-0.58486,-0.89693,0.36191,0.74668,-0.2888,0.65355,-0.57049,0.8087,0.17592,0.99593,1.83145,-0.71074,1.08023,1.81376,0.11506,1.0007,0.36919,1.34922,1.15958,0.31874,0.49362,-0.94315,0.54381,-0.59005,1
-1.02745,-0.60284,0.54111,-0.32768,0.15752,-0.61994,-0.80321,1.64168,-0.86776,0.75993,0.27044,0.73556,-0.23136,1.04046,-0.47146,0.49372,-1.82945,-0.37098,1.59538,-0.12737,1.13132,1.7139,-1.1743,0.28458,1.93778,-0.31115,-1.02308,-2.1182,4.33688,-0.5146,-0.16082,-2.03095,-0.02838,-0.3221,0.19986,0.3615,0.33632,0.54747,-0.71174,-0.76329,0.30872,-0.92152,0.71088,0.05099,-2.33609,-0.1192,0.57979,-1.16393,1.77467,-1.34224,-0.49994,1.27347,-0.38679,-0.16756,-0.12763,-1.4323,-0.41647,0.88349,0.30163,0.89214,0.92713,-0.49439,-1.66588,0.16012,-1.07869,-0.9546,-0.52696,0.38422,-1.53767,0.60139,-0.22499,0.55463,-0.99812,0.72982,0.62064,0.987,1.09257,-0.4068,1.02177,0.88055,-0.41855,1.03225,-0.34509,-1.38504,-0.49041,0.56703,-1.10136,-2.24072,-1.23561,-1.22618,0.71036,-0.59423,0.2264,0.46227,1.5178,0.44404,-1.39766,1.44885,0.3653,-0.54413,1
1.2945,-0.85211,0.68172,0.08309,-1.4664,-1.24692,1.32755,-1.46099,-0.65514,-1.47842,0.54421,-0.65091,0.25728,-0.1432,0.06618,-2.20151,-0.69027,1.39115,1.02441,-1.05155,0.07094,2.7786,-1.12256,0.50112,0.82369,-0.64548,-1.48372,-2.8182,5.54339,0.34596,-0.40591,1.83525,0.52577,0.53181,0.65985,-0.02284,-1.24978,-0.17291,-0.73264,2.05676,-0.62769,-0.21019,0.74403,0.71012,-2.01004,-1.2243,-0.15703,-0.55598,-0.04813,-1.40545,0.42383,-0.344,-0.57716,0.30421,-1.52315,0.83232,-1.85183,-0.10753,-2.22306,-1.56269,2.26851,-0.26316,1.32391,0.36788,2.14907,0.40172,1.18141,-0.44627,1.47205,-0.35227,1.38801,1.45358,-0.38282,-0.11974,0.12735,1.19105,0.02383,-2.00553,-0.63524,-0.48352,-1.73599,0.8384,0.79672,-0.69967,-0.95731,-0.59616,-0.78662,1.352,-1.30924,1.36764,0.34067,-1.70841,0.7644,-0.28768,1.80881,-0.4824,1.29558,0.79714,-1.79316,0.25676,1
0.01493,0.65512,0.53856,0.43338,0.67355,0.09515,-2.62281,-0.61379,1.19468,0.21983,-0.77707,0.80516,-0.94964,1.01912,1.32613,-1.41063,3.04483,-0.20701,-0.08111,-1.39268,-0.22929,0.6308,-1.2949,0.27452,-0.80988,-0.2492,-0.96871,0.49603,3.73777,-2.31129,0.98021,0.55614,2.76512,-1.73733,-0.63466,-0.11698,-0.40711,-1.27123,-0.67842,0.41035,-0.00556,0.1983,-0.41982,-0.09526,-0.45355,-0.66822,-0.47637,-0.76431,-0.46561,2.29926,-0.43734,0.14646,0.0355,-1.09047,-0.25669,-0.28181,-2.73843,0.74558,1.26787,-0.07418,0.65441,1.40414,0.48847,0.29751,-0.76057,0.08697,-0.69595,0.34503,0.01831,-1.80916,-2.76835,0.37903,1.19541,0.61539,-0.09308,-0.34475,-0.11359,-1.62442,-0.32727,0.96966,0.7412,-0.2133,0.13745,-0.04987,-1.06264,2.1473,0.52245,-0.43552,0.68879,0.16007,-1.17441,-0.10634,1.1645,0.01815,-0.11631,1.31896,1.2423,1.22688,-0.57561,1.02014,1
0.21871,1.47018,-0.51004,-1.22301,0.36253,0.06641,1.20298,-0.54089,-0.89627,-1.20539,-0.37263,0.59494,-1.88011,-0.8361,0.35687,1.23634,0.59573,1.67057,1.41413,-0.44712,0.52581,-0.69722,-1.69266,-0.87322,0.43435,-0.62033,-0.9684,-1.24812,4.75455,-0.25445,0.70569,0.48227,0.2508,0.39037,0.88433,3.74761,-0.67314,1.04051,-0.25621,0.5291,0.99888,1.13847,-0.58069,-1.20367,-1.3886,0.4938,-0.21986,0.60638,-0.3405,0.28307,0.14121,1.25892,-0.64157,-0.45445,0.48824,-0.03525,0.97244,-1.20087,0.34932,0.58298,-0.48496,-0.90666,-1.13159,-1.29608,0.11285,-1.36746,-0.02621,-0.12885,0.16014,-1.17707,-0.12172,-0.25047,-1.59707,-1.10749,-1.8146,0.55049,0.71655,-0.6002,-1.06736,1.8452,0.74872,0.76147,-0.14049,-1.68036,1.03612,1.21874,0.97507,0.82826,-1.51618,0.75251,-0.54102,0.04466,0.47651,0.91882,0.52416,-0.00647,-1.1769,-0.3221,0.14779,0.37243,1
1.71319,-0.8104,-1.32211,-2.73594,0.60654,-1.37222,0.13362,-1.49603,0.32582,0.20809,-1.83022,0.24566,-0.4274,0.34338,-0.53886,0.03198,0.81493,1.18013,0.1665,-0.85378,0.13836,-0.37652,-0.70152,2.37755,0.1171,0.98889,-1.92286,0.44271,0.0615,-4.11875,0.60683,-0.06555,0.55897,-0.32875,2.40421,1.05322,1.54674,1.29173,-0.61749,-0.19777,0.67639,-0.66227,0.83132,0.26333,0.65204,-0.90008,0.84936,0.66391,-0.62632,1.09782,0.19504,0.5406,0.63689,1.53687,-0.18571,-0.80404,-1.09103,-1.14651,0.70184,-2.31349,0.6719,1.00642,-1.7647,-2.08411,-0.77436,1.83679,-1.37695,1.19376,1.02303,-1.6259,-1.05042,-1.62015,-0.25106,-0.0073,0.77704,-1.24895,-0.77998,-1.08938,-0.26996,-0.08144,-0.77043,-1.43619,-2.9228,-0.42494,0.83116,0.34117,-0.0178,-1.11444,-1.4435,-1.06764,-1.58482,-0.11975,0.105,-0.90467,0.91415,0.3546,-0.74953,1.19763,-0.06689,1.32247,1
-2.0788,-1.27616,-0.61066,-0.53503,0.07419,0.67505,-0.97561,-0.02592,-0.61803,-0.67904,0.16895,0.09188,0.93317,-0.27499,1.13102,1.21214,0.91093,-0.8869,-0.43,0.56387,1.7366,1.90918,0.38646,-1.4974,1.56566,0.04421,0.93237,-1.7549,3.30571,1.33389,0.83847,-0.92786,-3.10425,0.4831,0.16885,-0.85202,0.19788,0.65313,-0.96625,0.81831,0.03246,-1.13431,0.08552,-0.16078,1.68165,-0.25201,-0.42088,0.74376,-0.28725,1.6648,-1.11493,0.35713,-1.2307,0.58539,-1.92562,1.9983,0.7709,-0.52087,0.43856,1.36077,-0.87629,-0.52785,-0.18442,0.74836,-0.37792,0.69963,-0.51533,0.64368,1.65681,1.44968,-1.98216,-1.91186,0.29304,1.17703,-0.08091,0.36182,-0.19232,0.09626,-0.64989,-0.41896,-0.173,0.46169,0.31619,0.31114,-1.37599,-1.66436,1.17072,-1.2752,-0.89042,-0.34198,-0.59752,-1.24974,1.02601,-0.59497,-1.51601,-0.03017,-0.42418,0.56764,1.32194,0.40331,1
0.11292,1.72227,-0.56531,2.209,1.08052,0.05666,0.53306,0.78753,-1.23237,0.63646,-0.63602,1.89781,1.70783,0.06149,-0.42738,-0.10135,-0.26319,-1.57798,-3.79886,0.51868,0.1138,0.74706,0.27873,0.23235,0.52528,1.15697,-0.11468,-0.36389,3.04314,4.75222,1.42435,0.9126,1.45702,-1.82461,-0.17649,0.97773,-1.18548,-0.34972,-0.75604,0.12547,0.13327,0.74591,-0.25873,-0.16532,-1.67796,0.45425,1.23506,0.05192,2.08255,0.35862,-0.48146,-1.10129,-1.69701,0.04376,0.87831,-1.03784,1.48073,0.38745,0.03038,-1.56912,-0.93835,1.39006,0.32123,-0.53462,1.04447,-1.23349,-1.695,-0.05969,-0.37792,-1.09998,-1.5302,-0.37922,-0.91405,-1.1602,0.40223,-1.04709,-6e-05,-1.09525,-0.9224,-0.00592,-0.36907,-1.84605,0.04891,-0.72133,0.6811,-0.2907,-0.68372,1.24405,0.12978,-0.31555,-1.39416,0.21252,-1.08848,0.51519,-1.09505,-0.15853,-0.00422,0.46934,-0.07593,-0.44827,1
